,id,age,cause,vus,country,kpp,yService,voenk,kategory,katZ,date,date_wo_time
466,4244,24.0,отказ от военкомата,служил,Казахстан,Исилькуль,,,,,2022-10-08T22:05:06,2022-10-08
467,4244,25.0,отказ от военкомата,служил,Казахстан,Исилькуль,,,,,2022-10-08T22:05:06,2022-10-08
468,4246,31.0,отказ от военкомата,водитель,Турция,Шереметьево,,,А,,2022-10-08T22:25:08,2022-10-08
469,4247,27.0,отказ от военкомата,стрелок,ОАЭ,Домодедово,,,А1,,2022-10-08T22:35:06,2022-10-08
470,4251,32.0,отказ от военкомата,военная кафедра,Турция,Шереметьево,,"Балашиха и Реутов, Московская область",,,2022-10-08T23:10:08,2022-10-08
471,4254,29.0,отказ от военкомата,"837, водитель",,Домодедово,2015-2016,Москва,,,2022-10-08T23:25:06,2022-10-08
472,4258,24.0,отказ от военкомата,стрелок-зенитчик,,,2018-2019,Тюменская область,Б3,,2022-09-26T23:45:07,2022-09-26
473,4258,24.0,отказ от военкомата,стрелок-зенитчик,Казахстан,Исилькуль,2018-2019,Тюменская область,Б3,,2022-10-08T23:45:07,2022-10-08
474,4276,,,понтанёр,Азербайджан,Домодедово,2016-2017,,,,2022-10-09T10:40:04,2022-10-09
475,4278,,отказ от военкомата,военная кафедра,ОАЭ,Домодедово,,"Всеволожск, Ленинградская область",Б3,,2022-10-09T11:01:16,2022-10-09
476,4298,29.0,отказ от военкомата,"999, не служил",Турция,Внуково,,Санкт-Петербург,,,2022-10-09T14:20:07,2022-10-09
477,4304,33.0,отказ от военкомата,"военная кафедра, офицер",Грузия,Верхний Ларс,,"Всеволожск, Ленинградская область",,,2022-09-30T15:20:08,2022-09-30
478,4306,44.0,отказ от военкомата,"военная кафедра, офицер",Турция,Домодедово,,,А1,,2022-10-04T15:40:06,2022-10-04
479,4317,22.0,отказ от военкомата,служил,Армения,Сочи,,,,,2022-10-09T17:30:41,2022-10-09
480,4329,31.0,,стрелок,Казахстан,,,Кемеровская область,Б1,,2022-10-09T19:30:26,2022-10-09
481,4333,29.0,отказ от военкомата,"ПВО, военная кафедра",Турция,Шереметьево,,,А,1,2022-09-26T20:10:11,2022-09-26
482,4350,27.0,отказ от военкомата,старший наводчик миномета,Турция,Внуково,,,А1,,2022-10-04T21:55:11,2022-10-04
483,4362,26.0,отказ от военкомата,"908070А, дежурный КПП",Турция,Шереметьево,2016-2017,,,,2022-09-29T22:25:08,2022-09-29
484,4362,26.0,отказ от военкомата,"908070А, дежурный КПП",Турция,Домодедово,2016-2017,,,,2022-10-09T22:25:08,2022-09-29
485,4364,42.0,отказ от военкомата,военная кафедра,Израиль,Пулково,,Санкт-Петербург,1,,2022-10-09T22:30:55,2022-10-09
486,4375,,отказ во въезде,не служил,Грузия,Стамбул,,,В,,2022-10-09T22:57:01,2022-10-09
487,4379,28.0,отказ от военкомата,"156, командир орудия ЗУ-23-2, росгвардия",Армения,Сочи,2018-2019,,,,2022-10-09T23:07:01,2022-10-09
488,4390,29.0,отказ от военкомата,"600, не служил",Турция,Домодедово,,,В,,2022-10-05T23:40:10,2022-10-05
489,4403,,отказ от военкомата,,Беларусь,,,,,,2022-10-10T11:10:07,2022-10-10
490,4415,36.0,,не служил,Египет,Внуково,,,Б,,2022-10-10T13:30:13,2022-10-10
491,4434,26.0,отказ от военкомата,водитель,Грузия,Верхний Ларс,,,,,2022-10-10T16:40:05,2022-10-10
492,4452,27.0,отказ от военкомата,служил,Казахстан,Петухово,,,,,2022-09-30T19:40:11,2022-09-30
493,4452,27.0,отказ от военкомата,служил,Казахстан,Теплое,,,,,2022-10-05T19:40:11,2022-10-05
494,4454,36.0,отказ от военкомата,служил,Казахстан,Омск,,,,,2022-10-08T19:50:13,2022-10-08
495,4473,21.0,отказ в выезде из-за секретности,стрелок,Казахстан,,2019-2020,Санкт-Петербург,,,2022-10-03T23:30:28,2022-10-03
496,4473,35.0,отказ от военкомата,не служил,Грузия,Верхний Ларс,,,В,,2022-10-02T23:30:28,2022-10-02
497,4473,35.0,отказ от военкомата,не служил,Грузия,Верхний Ларс,,,В,,2022-10-03T23:30:28,2022-10-03
498,4473,35.0,отказ от военкомата,не служил,,Минеральные Воды,,,В,,2022-10-04T23:30:28,2022-10-04
499,4475,30.0,отказ от военкомата,служил,Турция,Пулково,,,А1,,2022-10-05T23:50:08,2022-10-05
500,4484,23.0,,вдв,Азербайджан,Внуково,,,А1,,2022-10-05T11:07:01,2022-10-05
501,4484,22.0,,ВКС,Азербайджан,Внуково,,,Б3,,2022-10-05T11:07:01,2022-10-05
502,4506,32.0,,служил,Египет,Шереметьево,,"Тутаев, Ярославская область",,,2022-10-11T14:20:10,2022-10-11
503,4506,33.0,,служил,Египет,Шереметьево,,"Тутаев, Ярославская область",,,2022-10-11T14:20:10,2022-10-11
504,4537,27.0,отказ от военкомата,"водитель, связист, младший сержант",Турция,Домодедово,,Москва,В,,2022-10-11T19:10:07,2022-10-11
505,4547,38.0,отказ от военкомата,"военная кафедра, врач",Азербайджан,Внуково,женщина,,,3,2022-10-11T21:20:08,2022-10-11
506,4565,28.0,отказ от военкомата,водитель,Турция,Пулково,2011-2012,Санкт-Петербург,А1,,2022-10-12T09:45:50,2022-10-12
507,4587,39.0,отказ от военкомата,"врач, не служил",Узбекистан,Домодедово,женщина, Иркутская область,,,2022-10-12T12:40:09,2022-10-12
508,4587,22.0,отказ от военкомата,вдв,Киргизия,Кольцово,2019-2020,,,1,2022-10-11T12:40:09,2022-10-11
509,4597,25.0,отказ от военкомата,"485, военная почта, военная кафедра, сержант запаса",Киргизия,Шереметьево,,"Таганрог, Ростовская область",А1,1,2022-10-11T14:20:08,2022-10-11
510,4601,37.0,отказ от военкомата,"военная кафедра, ракетные войска",Казахстан,Озинки,,,,,2022-09-23T15:00:33,2022-09-23
511,4616,31.0,,служил,Турция,,,,,1,2022-10-12T17:31:01,2022-10-12
512,4620,28.0,отказ от военкомата,стрелок,Турция,Нижний Новгород,,Нижегородская область,Б3,,2022-10-12T18:10:07,2022-10-12
513,4630,29.0,отказ от военкомата,"старший водитель, матрос",Казахстан,,,Кемерово,А1,,2022-09-23T21:01:50,2022-09-23
514,4630,29.0,отказ от военкомата,"старший водитель, матрос",Казахстан,,,Кемерово,А1,,2022-09-24T21:01:50,2022-09-24
515,4630,29.0,отказ от военкомата,"старший водитель, матрос",Казахстан,,,Кемерово,А1,,2022-09-27T21:01:50,2022-09-27
516,4639,,отказ от военкомата,служил,Армения,Домодедово,,,А1,,2022-10-12T22:35:01,2022-10-12
517,4642,27.0,отказ от военкомата,служил,Казахстан,,,,А,,2022-10-12T22:45:08,2022-10-12
518,4646,44.0,,"030402, артиллерия, военная кафедра",Казахстан,Жуковский,,,,1,2022-10-12T22:55:06,2022-10-12
519,4646,27.0,отказ от военкомата,"стрелок, контрактник, мобилизационное предписание, ВВС",Грузия,Верхний Ларс,,,А,1,2022-09-28T22:55:06,2022-09-28
520,4650,27.0,отказ от военкомата,военная кафедра,Турция,Домодедово,,,А,,2022-10-11T23:05:04,2022-10-11
521,4652,24.0,,РВСН,,Домодедово,,,,,2022-10-11T23:10:08,2022-10-11
522,4655,35.0,отказ от военкомата,военная кафедра,Индия,Шереметьево,,,А,,2022-10-11T23:22:01,2022-10-11
523,4659,28.0,отказ от военкомата,служил,Турция,Шереметьево,2017-2018,,,,2022-10-02ТT23:37:01,2022-10-02
524,4663,45.0,отказ от военкомата,"врач, не служил",Турция,Пулково,женщина,"Всеволожск, Ленинградская область",,,2022-10-12T23:55:08,2022-10-12
525,4663,32.0,отказ от военкомата,"разведчик, РВСН",Казахстан,Петухово,2011-2012,Санкт-Петербург,,,2022-10-12T23:55:08,2022-10-12
526,4683,22.0,,служил,Турция,Домодедово,,,,,2022-10-13T12:20:08,2022-10-13
527,4685,27.0,,служил,Армения,Пулково,2014-2015,,,,2022-10-13T12:40:12,2022-10-13
528,4713,22.0,отказ от военкомата,служил,ОАЭ,Внуково,,Нижегородская область,,1,2022-10-12T19:40:10,2022-10-12
529,4716,27.0,,"водитель, морская пехота",Казахстан,Внуково,,,А,,2022-10-12T20:10:08,2022-10-12
530,4716,21.0,,"не служил, приписное",Азербайджан,Шереметьево,,,А,,2022-10-13T20:10:08,2022-10-13
531,4717,31.0,отказ от военкомата,"врач, рядовой запаса, не служил",Узбекистан,Домодедово,женщина,"Переславль-Залесский, Ярославская область",,,2022-10-13T20:20:11,2022-10-13
532,4721,25.0,отказ от военкомата,"военная кафедра, офицер",Армения,Нижний Новгород,,,,,2022-10-12T21:00:44,2022-10-12
533,4735,31.0,отказ от военкомата,"100182А, командир стрелкового отделения, сержант",Турция,Шереметьево,2011-2012,,А1,,2022-10-12T23:00:21,2022-10-12
534,4736,29.0,отказ от военкомата,военная кафедра,Сербия,Пулково,,,,,2022-10-13T23:10:08,2022-10-13
535,4739,,отказ от военкомата,служил,,Домодедово,,,А1,,2022-10-12T23:40:06,2022-10-12
536,4746,30.0,,военная кафедра,Киргизия,Домодедово,,,,,2022-09-29T09:50:09,2022-09-29
537,4746,30.0,,военная кафедра,Армения,Пулково,,,,,2022-10-06T09:50:09,2022-10-06
538,4746,30.0,отказ от военкомата,военная кафедра,Казахстан,Исилькуль,,,,,2022-10-08T09:50:09,2022-10-08
539,4759,32.0,отказ от военкомата,служил,Турция,Баландино,,,,,2022-10-14T12:30:12,2022-10-14
540,4767,,,стрелок,Турция,Внуково,,,Б3,,2022-10-12T02:50:11,2022-10-12
541,4790,22.0,,служил,Казахстан,Шереметьево,2019-2020,,,,2022-10-14T17:40:11,2022-10-14
542,4807,30.0,отказ от военкомата,электрик,,Внуково,,Нижний Новгород,Б4,,2022-10-14T20:45:10,2022-10-14
543,4815,57.0,отказ от военкомата,"военная кафедра, офицер запаса",Турция,Шереметьево,,,,,2022-10-14T21:25:07,2022-10-14
544,4825,38.0,отказ от военкомата,"471101, эксплуатация и  ремонт конструкций, двигателей и стартового оборудования корабельных комплексов крылатых ракет, военная кафедр",Турция,Пулково,,"Выборг, Ленинградская область",,,2022-10-14T22:15:10,2022-10-14
545,4837,28.0,,"командир стрелкового отделения, младший сержант",Киргизия,Красноярск,,,,,2022-09-26T23:15:08,2022-09-26
546,4837,28.0,,"командир стрелкового отделения, младший сержант",Казахстан,,,,,,2022-09-27T23:15:08,2022-09-27
547,4852,38.0,отказ от военкомата,"военная кафедра, офицер запаса, врач",Казахстан,Внуково,,"Держинск, Иркутская область",,,2022-10-15T10:20:10,2022-10-15
548,4878,26.0,отказ от военкомата,"999000, не служил",Армения,Домодедово,,Санкт-Петербург,В,,2022-10-14T14:40:05,2022-10-14
549,4921,25.0,отказ от военкомата,военная кафедра,Казахстан,Жуковский,,,А,,2022-10-15T21:50:39,2022-10-15
550,4923,31.0,,служил,Казахстан,Жуковский,,,,,2022-10-15T22:10:06,2022-10-15
551,4925,49.0,отказ от военкомата,"военная кафедра, морская радиолокация",Армения,Минеральные Воды,,,,,2022-10-15T22:30:36,2022-10-15
552,4931,26.0,отказ от военкомата,"служил, рядовой",Таджикистан,Пулково,2014-2015,Санкт-Петербург,,,2022-09-29T23:30:20,2022-09-29
553,4941,29.0,отказ от военкомата,стрелок,Турция,Домодедово,2013-2014,Ивановская область,А1,,2022-10-16T10:20:11,2022-10-16
554,4943,47.0,отказ от военкомата,"310101, офицер",Турция,Шереметьево,,,,,2022-10-13T10:40:13,2022-10-13
555,4946,29.0,отказ от военкомата,связист,Узбекистан,Внуково,,,Б4,,2022-10-01T11:10:11,2022-10-01
556,4954,31.0,,"техник фотографии и фотооборудования, младший сержант",Казахстан,Внуково,,Московская область,А1,,2022-10-16T12:20:09,2022-10-16
557,4959,23.0,отказ от военкомата,артиллерия,Казахстан,Жуковский,,,А1,,2022-10-16T13:10:09,2022-10-16
558,4960,28.0,отсутсвие визы принимающей страны,кодировщик,,Пулково,,,А1,,2022-10-16T13:20:08,2022-10-16
559,4963,28.0,,"сапёр, инженерные войска",ОАЭ,Шереметьево,,,А,,2022-10-15T13:50:06,2022-10-15
560,4963,23.0,отказ от военкомата,"не служил, приписное",Казахстан,Внуково,,"Ивантеевка, Московская область",,,2022-10-15T13:50:06,2022-10-15
561,4964,,отказ от военкомата,служил,Бахрейн,Домодедово,2010-2011,"Курск, Курская область",,,2022-10-15T14:00:47,2022-10-15
562,4968,27.0,,инструктор физ. подготовки,Казахстан,Бугристое,2015-2016,"Фрунзенский район, Санкт-Петербург",А1,,2022-09-25T14:40:08,2022-09-25
563,4968,27.0,отказ от военкомата,инструктор физ. подготовки,Беларусь,Новосокольники,2015-2016,"Фрунзенский район, Санкт-Петербург",А1,,2022-10-16T14:40:08,2022-10-16
564,4977,33.0,,"420, связист коротковолновой радиостанции",Киргизия,,,"Кострома, Костромская область",,,2022-10-16T16:00:31,2022-10-16
565,4986,33.0,долг,"служил, рядовой",Грузия (Абхазия),Адлер,,,А1,,2022-09-22T17:30:41,2022-09-22
566,4989,,отказ во въезде,,Швейцария,Анталья,,,,,2022-10-16T10:00:37,2022-10-16
567,5006,,отказ от военкомата,СпН,Беларусь,Лобок,,Псковская область,,,2022-10-12T20:50:13,2022-10-12
568,5013,26.0,отказ от военкомата,командир ГСАО,Турция,Домодедово,,"Ростов-на-Дону, Ростовская область",А,,2022-10-16T14:26:33,2022-10-16
569,5020,27.0,отказ от военкомата,инструктор физ. подготовки,Казахстан,,2017-2018,,А1,,2022-10-05T23:10:05,2022-10-05
570,5020,27.0,отказ от военкомата,инструктор физ. подготовки,Беларусь,Новосокольники,2017-2018,,А1,,2022-10-09T23:10:05,2022-10-09
571,5035,26.0,отказ от военкомата,служил,Турция,Домодедово,,,,,2022-10-17T10:40:08,2022-10-17
572,5081,25.0,отказ от военкомата,служил,Армения,Внуково,,,Б3,,2022-10-17T19:01:46,2022-10-17
573,5085,33.0,отказ от военкомата,служил,Египет,Шереметьево,,,,,2022-10-14T19:40:11,2022-10-14
574,5098,,,служил,Турция,Пулково,,,,,2022-10-17T21:50:06,2022-10-17
575,5104,29.0,,"528, младший сержант",Казахстан,Жуковский,,,Б3,1,2022-10-17T08:50:05,2022-10-17
576,5110,30.0,,санитарный инструктор,Шри-Ланка,Шереметьево,2014-2015,"Васильеостровский, Санкт-Петербург",,,2022-10-17T23:50:07,2022-10-17
577,5133,40.0,отказ от военкомата,военная кафедра,Турция,Пулково,,"Кировск, Ленинградская область",,,2022-09-26T13:40:06,2022-09-26
578,5146,38.0,отказ от военкомата,военная кафедра,Тайланд,Пулково,,"Выборг, Ленинградская область",,,2022-10-14T15:50:06,2022-10-14
579,5159,29.0,отказ от военкомата,"командир танка, наводчик",Турция,Внуково,,,,,2022-10-18T17:50:12,2022-10-18
580,5162,,,механик-водитель,Турция,Шереметьево,2014-2015,Московская область,Б,,2022-10-18T18:20:09,2022-10-18
581,5181,31.0,отказ во въезде,"100, мобилизационное предписание",Польша,Мамоново-2,,,Б3,,2022-10-12T22:10:08,2022-10-12
582,5185,31.0,отказ от военкомата,разведчик,Казахстан,Пулково,2013-2014,,А1,,2022-10-13T22:50:11,2022-10-13
583,5189,,отказ от военкомата,военная кафедра,Беларусь,Новосокольники,,"Всеволожск, Ленинградская область",,,2022-10-15T23:31:06,2022-10-15
584,5195,,отсутсвие визы принимающей страны,"106, военная кафедра",Иран,Шереметьево,,,,,2022-09-25T10:05:01,2022-09-25
585,5195,,отказ от военкомата,"106, военная кафедра",Турция,Внуково,,,,,2022-09-25T10:05:01,2022-09-25
586,5195,,отказ от военкомата,"106, военная кафедра",Казахстан,Теплое,,,,,2022-09-27T10:05:01,2022-09-27
587,5195,,отказ от военкомата,"106, военная кафедра",Казахстан,Петухово,,,,,2022-09-29T10:05:01,2022-09-29
588,5204,29.0,отказ от военкомата,военная кафедра,ОАЭ,Минеральные Воды,,,Б,,2022-09-27T11:20:08,2022-09-27
589,5245,,,"ПВО, военная кафедра, офицер",Египет,Пулково,,Смоленская область,,,2022-10-19T17:50:05,2022-10-19
590,5257,27.0,,,Сербия,Сочи,,Республика Удмуртия,А,,2022-10-18T20:01:48,2022-10-18
591,5262,26.0,отказ от военкомата,вдв,Казахстан,Исилькуль,,,А2,,2022-10-19T20:50:11,2022-10-19
592,5265,28.0,отказ от военкомата,659079,Турция,Шереметьево,,Орловская область,А,,2022-10-03T21:40:07,2022-10-03
593,5292,,,"100, ВВ",Египет,Домодедово,2013-2014,Липецкая область,,,2022-10-20T13:31:03,2022-10-20
594,5297,28.0,отказ от военкомата,служил,Армения,Внуково,,,А,,2022-10-20T14:45:10,2022-10-20
595,5321,28.0,отказ от военкомата,"артиллерист, водитель-механик",Казахстан,Кольцово,2011-2012,"Выборг, Ленинградская область",А1,,2022-10-20T20:45:10,2022-10-20
596,5325,27.0,отказ от военкомата,"разведчик, СпН",Турция,Домодедово,,,,,2022-10-20T21:45:06,2022-10-20
597,5329,,отказ от военкомата,служил,Армения,Волгоград,2016-2017,,,,2022-10-20T22:45:09,2022-10-20
598,5330,30.0,отказ от военкомата,автомобильные войска,Турция,Внуково,2011-2012,,,,2022-10-17T23:01:51,2022-10-17
599,5342,34.0,,служил,Казахстан,,,,,,2022-10-14T12:00:40,2022-10-14
600,5343,25.0,отказ в выезде иностранным государством,"мотострелок, младший сержант",Казахстан,Минск,,,,,2022-10-20T12:15:08,2022-10-20
601,5362,,,служил,,Шереметьево,,,,,2022-10-09T16:45:08,2022-10-09
602,5363,,,старший оператор связи,Казахстан,Кольцово,,,,,2022-10-21T17:00:13,2022-10-21
603,5365,26.0,отказ от военкомата,"командир БТР, сержант",Беларусь,Пулково,,,А1,,2022-10-20T10:30:47,2022-10-20
604,5371,23.0,отказ от военкомата,стрелок,ОАЭ,Домодедово,2017-2018,,,,2022-10-01T19:15:14,2022-10-01
605,5371,23.0,отказ от военкомата,стрелок,Беларусь,,2017-2018,,,,2022-10-18T19:15:14,2022-10-18
606,5371,39.0,отказ от военкомата,"473001, военная кафедра",Грузия (Абхазия),Адлер,2017-2018,"Барнаул, Алтайский край",,,2022-09-30T19:15:14,2022-09-30
607,5371,39.0,отказ от военкомата,"473001, военная кафедра",Грузия (Абхазия),Адлер,2017-2018,"Барнаул, Алтайский край",,,2022-10-21T19:15:14,2022-10-21
608,5376,32.0,,служил,Узбекистан,Пулково,,"Красносельский, Санкт-Петербург",,,2022-10-19T20:30:16,2022-10-19
609,5379,25.0,отказ от военкомата,"485, военная почта, военная кафедра, сержант запаса",,Жуковский,,"Таганрог, Ростовская область",А1,1,2022-10-17T21:15:09,2022-10-17
610,5379,25.0,отказ в выезде иностранным государством,"485, военная почта, военная кафедра, сержант запаса",Турция,Минск,,"Таганрог, Ростовская область",А1,1,2022-10-21T21:15:09,2022-10-21
611,5379,28.0,,служил,Монголия,Кяхта,,,,,2022-10-21T21:15:09,2022-10-21
612,5381,26.0,,стрелок,Грузия (Абхазия),Адлер,,,,,2022-10-21T21:45:05,2022-10-21
613,5384,,,,Казахстан,Орск,,,,,2022-09-26T23:15:12,2022-09-26
614,5385,29.0,,"087, водитель-механик",Казахстан,Караозек,,,А1,,2022-09-29T23:20:01,2022-09-29
615,5391,44.0,отказ от военкомата,не служил,Армения,Домодедово,,,,,2022-10-21T23:50:03,2022-10-21
616,5415,,отказ от военкомата,стрелок,Казахстан,,,,А1,,2022-10-03T14:20:12,2022-10-03
617,5430,34.0,,мотострелок,Израиль,Домодедово,2009-2010,,А,,2022-09-29T16:40:12,2022-09-29
618,5437,27.0,отказ в выезде иностранным государством,служил,Турция,Минск,,,,,2022-10-21T17:50:07,2022-10-21
619,5447,30.0,отказ в выезде иностранным государством,не служил,Грузия,Минск,,,Б,,2022-10-22T19:30:53,2022-10-22
620,5447,31.0,отказ в выезде иностранным государством,не служил,Грузия,Минск,,,Б,,2022-10-22T19:30:53,2022-10-22
621,5452,35.0,отказ от военкомата,писарь,Армения,Пулково,2009-2010,,А,,2022-10-22T20:20:16,2022-10-22
622,5455,,отказ в выезде иностранным государством,107,Турция,Минск,,,А,,2022-10-22T15:50:07,2022-10-22
623,5467,29.0,отказ от военкомата,военная кафедра,,Пулково,,"Всеволожск, Ленинградская область",,,2022-09-27T22:50:06,2022-09-27
624,5467,29.0,отказ от военкомата,военная кафедра,,Пулково,,"Всеволожск, Ленинградская область",,,2022-10-19T22:50:06,2022-10-19
625,5469,23.0,,служил,Казахстан,,,,,,2022-10-22T23:10:08,2022-10-22
626,5470,30.0,отказ в выезде иностранным государством,служил,Турция,Минск,,,,,2022-10-22T23:20:08,2022-10-22
627,5472,23.0,,радиотелеграфист,Казахстан,,,,А1,,2022-10-22T23:40:11,2022-10-22
628,5473,32.0,отказ от военкомата,связист,Казахстан,Шереметьево,,,Б1,,2022-10-15T23:50:13,2022-10-15
629,5473,,отказ от военкомата,военная кафедра,Казахстан,Внуково,,,,,2022-10-19T23:50:13,2022-10-19
630,5473,,отказ в выезде иностранным государством,военная кафедра,Казахстан,Минск,,,,,2022-10-22T23:50:13,2022-10-22
631,5480,32.0,отказ в выезде иностранным государством,837,Турция,Минск,,"Белгород, Белгородская область",,1,2022-10-22T11:20:07,2022-10-22
632,5481,,отказ от военкомата,,,Шереметьево,,,,,2022-10-18T11:30:42,2022-10-18
633,5490,29.0,отказ от военкомата,стрелок,ОАЭ,Домодедово,,Санкт-Петербург,,,2022-10-15T12:50:08,2022-10-15
634,5490,29.0,отказ в выезде иностранным государством,стрелок,,Минск,,Санкт-Петербург,,,2022-10-23T12:50:08,2022-10-23
635,5494,,,водитель,Сербия,Пулково,,Курская область,,,2022-10-23T13:30:12,2022-10-23
636,5496,26.0,отказ в выезде иностранным государством,старший оператор радиоперехвата,Казахстан,Минск,,Санкт-Петербург,Б,,2022-10-22T13:50:09,2022-10-22
637,5498,27.0,отказ от военкомата,служил,Казахстан,Пулково,,,,,2022-10-23T14:10:06,2022-10-23
638,5529,50.0,,"военная кафедра, офицер запаса",,,,,,,2022-10-23T19:20:11,2022-10-23
639,5533,27.0,отказ от военкомата,не служил,Турция,Пулково,,,В,,2022-10-23T20:02:07,2022-10-23
640,5537,23.0,отказ от военкомата,"837037, водитель-электрик",ОАЭ,Внуково,2019-2020,,Б3,,2022-10-23T20:40:06,2022-10-23
641,5544,27.0,,военная кафедра,,,,Архангельская область,А,,2022-09-25T21:40:06,2022-09-25
642,5555,46.0,отказ в выезде иностранным государством,военная кафедра,Турция,Минск,,,,,2022-10-23T23:20:06,2022-10-23
643,5560,29.0,,военная кафедра,Казахстан,Петухово,,,А,,2022-09-26T23:55:11,2022-09-26
644,5563,42.0,отказ в выезде иностранным государством,офицер запаса,Армения,Минск,,,,,2022-10-23T09:40:15,2022-10-23
645,5576,27.0,отказ в выезде иностранным государством,служил,Грузия,Минск,,,А,,2022-10-23T11:50:11,2022-10-23
646,5593,32.0,отказ от военкомата,,Казахстан,Светлый,,,Б4,1,2022-09-27T15:30:07,2022-09-27
647,5593,32.0,отказ от военкомата,,Казахстан,Светлый,,,Б4,1,2022-09-28T15:30:07,2022-09-28
648,5596,,отказ в выезде иностранным государством,ракетчик,,Минск,,,,,2022-10-23T16:00:31,2022-10-23
649,5607,,отказ в выезде иностранным государством,"служил, контрактник",,Минск,,,,,2022-10-24T18:30:56,2022-10-24
650,5611,33.0,отказ от военкомата,"связист, военная кафедра, офицер",Армения,Пулково,,"Выборг, Ленинградская область",,,2022-10-22T19:20:27,2022-10-22
651,5613,24.0,,служил,Казахстан,,,,А1,,2022-09-27T20:20:23,2022-09-27
652,5619,26.0,отказ от военкомата,связист,,,,"Воронеж, Воронежская область",А1,,2022-10-23T21:25:07,2022-10-23
653,5629,28.0,,не служил,Турция,,,"Альметьевск, Республика Татарстан",,,2022-10-23T11:01:10,2022-10-23
654,5630,44.0,отказ от военкомата,не служил,,Домодедово,,,,,2022-10-23T11:10:11,2022-10-23
655,5630,,,,ОАЭ,Внуково,,,,,2022-10-25T11:10:11,2022-10-25
656,5642,32.0,отказ от военкомата,"военная кафедра, офицер запаса, вус автомобильная",ОАЭ,Внуково,,Санкт-Петербург,,,2022-10-23T13:10:12,2022-10-23
657,5642,32.0,отказ в выезде иностранным государством,"военная кафедра, офицер запаса, вус автомобильная",Азербайджан,Минск,,Санкт-Петербург,,,2022-10-24T13:10:12,2022-10-24
658,5667,,отказ от военкомата,"военная кафедра, фпс, солдат",Турция,Сочи,,,Б,,2022-10-25T19:40:08,2022-10-25
659,5678,30.0,отказ от военкомата,старший мастер,Казахстан,Комсомольское,,Москва,,,2022-09-29T21:30:38,2022-09-29
660,5678,30.0,отказ от военкомата,старший мастер,Казахстан,Петухово,,Москва,,,2022-10-02T21:30:38,2022-10-02
661,5678,34.0,отказ от военкомата,"командир отделения, снайпер",Казахстан,Петухово,,Москва,,,2022-10-02T21:30:38,2022-10-02
662,5678,34.0,отказ от военкомата,"командир отделения, снайпер",Казахстан,Комсомольское,,Москва,,,2022-09-29T21:30:38,2022-09-29
663,5680,,,не служил,Таджикистан,Красноярск,,Санкт-Петербург,В,,2022-09-29T21:50:09,2022-09-29
664,5689,44.0,,военная кафедра,Турция,Шереметьево,,,,1,2022-10-22T23:20:05,2022-10-22
665,5701,,отказ от военкомата,оператор ЭВМ,Армения,Шереметьево,2017-2018,,А,,2022-10-02T11:16:02,2022-10-02
666,5701,,отказ в выезде иностранным государством,оператор ЭВМ,Грузия,Минск,2017-2018,,А,,2022-10-26T11:16:02,2022-10-26
667,5705,26.0,отказ от военкомата,"вдв, сержант",Шри-Ланка,Внуково,,,А,,2022-10-23T12:10:09,2022-10-23
668,5705,26.0,отказ от военкомата,"вдв, сержант",Турция,Пулково,,,А,,2022-10-26T12:10:09,2022-10-26
669,5709,26.0,отказ от военкомата,телефонист кабельных путей,Узбекистан,Новосибирск,,"Выборг, Ленинградская область",А1,,2022-09-26T12:50:07,2022-09-26
670,5709,26.0,отказ в выезде иностранным государством,телефонист кабельных путей,Турция,Минск,,"Выборг, Ленинградская область",А1,,2022-10-26T12:50:07,2022-10-26
671,5730,22.0,,служил,Грузия,Верхний Ларс,2020-2021,,А1,,2022-10-26T17:00:23,2022-10-26
672,5733,31.0,отказ от военкомата,служил,Беларусь,,,,,,2022-10-26T17:30:27,2022-10-26
673,5740,36.0,отказ от военкомата,служил,Китай,Пулково,,,,,2022-10-26T22:00:58,2022-10-26
674,5747,29,отказ от военкомата,служил,Куба,Шереметьево,,,,,2022-10-25T02:40:06,2022-10-25
