,id,age,cause,vus,country,kpp,yService,voenk,kategory,katZ,date,date_wo_time
237,3267,,отказ от военкомата,"заместитель командира взвода, стрелок",Армения,Сочи,,,,,2022-09-29T03:17:02,2022-09-29
238,3276,,отказ от военкомата,,Турция,Внуково,,Волгоградская область,,,2022-09-28T16:31:01,2022-09-28
239,3278,38.0,,"артиллерия, военная кафедра, офицер",Монголия,Кяхта,,,,,2022-09-28T16:33:59,2022-09-28
240,3280,25.0,отказ от военкомата,служил,Турция,Пулково,,Республика Карелия,Б3,,2022-09-29T16:35:15,2022-09-29
241,3294,24.0,отказ от военкомата,"170182, командир отделения мостостроительных средств, военная кафедра",Узбекистан,Домодедово,,,,2.0,2022-09-29T17:00:41,2022-09-29
242,3297,27.0,отказ от военкомата,пулемётчик,Грузия,Верхний Ларс,,,А1,,2022-09-29T17:55:52,2022-09-29
243,3303,33.0,отказ от военкомата,"снайпер, сержант",Казахстан,Комсомольское,,,А,,2022-09-29T18:06:01,2022-09-29
244,3303,51.0,отказ от военкомата,,Финляндия,Торфяновка,,,,,2022-09-29T18:06:01,2022-09-29
245,3313,34.0,отказ от военкомата,"эксплуатация и ремонт автомобильной техники, военная кафедра, офицер",Казахстан,Озинки,,,А,1.0,2022-09-28T19:17:32,2022-09-28
246,3317,25.0,,служил,,Домодедово,,,,,2022-09-29T19:31:04,2022-09-29
247,3318,,отказ во въезде,,Казахстан,Петухово,,,,,2022-09-29T19:32:02,2022-09-29
248,3321,23.0,отказ от военкомата,,Казахстан,Бугристое,,,,,2022-09-29T20:52:16,2022-09-29
249,3324,28.0,отказ от военкомата,служил,Казахстан,Мариинский,2013-2014,,А,,2022-09-29T21:02:04,2022-09-29
250,3324,24.0,отказ от военкомата,служил,Казахстан,Мариинский,2021-2022,,В,,2022-09-29T21:02:04,2022-09-29
251,3329,33.0,отказ от военкомата,военная кафедра,Таджикистан,Пулково,,Ленинградская область,,,2022-09-28T21:13:16,2022-09-28
252,3333,26.0,отказ от военкомата,"907, младший сержант",Казахстан,Озинки,2015-2016,,А1,,2022-09-29T21:49:19,2022-09-29
253,3337,28.0,отказ от военкомата,фельдшер\врач,Киргизия,Самара,,,,,2022-09-29T22:10:05,2022-09-29
254,3340,26.0,отказ от военкомата,"стрелок, рядовой",Таджикистан,Пулково,2014-2015,Санкт-Петербург,А1,,2022-09-29T22:25:11,2022-09-29
255,3343,32.0,отказ от военкомата,разведчик,Турция,Домодедово,,,А,,2022-09-29T22:40:11,2022-09-29
256,3350,30.0,отказ от военкомата,"радиотелеграфист, ВМФ",Узбекистан,Внуково,,,А1,,2022-09-29T23:15:09,2022-09-29
257,3355,26.0,отказ от военкомата,"инженер, офицер",,Шереметьево,,,,,2022-09-29T23:40:11,2022-09-29
258,3369,30.0,отказ от военкомата,командир отделения стрелков,Азербайджан,Домодедово,2012-2013,,,,2022-09-29T08:21:15,2022-09-29
259,3370,29.0,отказ от военкомата,стрелок,Казахстан,Исилькуль,,,,,2022-09-29T08:22:15,2022-09-29
260,3372,27.0,отказ от военкомата,связист,Финляндия,Брусничное,,,,,2022-09-29T08:31:15,2022-09-29
261,3372,30.0,отказ от военкомата,военная кафедра,Киргизия,Домодедово,,,,,2022-09-29T23:20:15,2022-09-29
262,3376,,отказ от военкомата,военная кафедра,Турция,Шереметьево,,,А,,2022-09-30T08:46:15,2022-09-30
263,3377,50.0,отказ во въезде,не служил,Финляндия,Светогорск,,Санкт-Петербург,А1,,2022-09-30T08:49:15,2022-09-30
264,3379,39.0,отказ от военкомата,мотострелок,Финляндия,Светогорск,,,,,2022-09-29T08:56:15,2022-09-29
265,3387,26.0,отказ от военкомата,"901, помощник начальника отделения делопроизводства",Турция,Омск,,,Б3,,2022-09-30T09:29:16,2022-09-30
266,3403,23.0,отказ от военкомата,служил,Казахстан,Исилькуль,,Ярославская область,,,2022-09-30T10:45:21,2022-09-30
267,3406,33.0,отказ от военкомата,водитель,Турция,Внуково,,,Б,,2022-09-30T10:50:22,2022-09-30
268,3451,33.0,отказ от военкомата,служил,Турция,Домодедово,,,,,2022-09-30T13:30:29,2022-09-30
269,3459,33.0,отказ от военкомата,служил,Армения,Сочи,,,А,,2022-09-30T13:55:09,2022-09-30
270,3471,,отказ от военкомата,вдв,Турция,Пулково,,,А,,2022-09-30T15:00:37,2022-09-30
271,3476,25.0,отказ от военкомата,постройка наплавного железнодорожного моста,Грузия,Верхний Ларс,,,,,2022-09-28T15:17:16,2022-09-28
272,3482,27.0,отказ от военкомата,служил,Казахстан,Бугристое,,,,1.0,2022-09-30T15:36:16,2022-09-30
273,3483,23.0,отказ от военкомата,"служил, сержант",Турция,Внуково,,,А,,2022-09-30T13:00:16,2022-09-30
274,3483,30.0,отказ от военкомата,"служил, сержант",Казахстан,Маштаково,,,,1.0,2022-09-29T21:00:16,2022-09-29
275,3483,32.0,ограничение от ФССП,"служил, сержант",Казахстан,Маштаково,,,,1.0,2022-09-29T21:00:16,2022-09-29
276,3486,25.0,отказ от военкомата,"ПВО, военная кафедра, офицер",Китай,Шереметьево,,,,,2022-09-29T15:57:17,2022-09-29
277,3490,,отказ от военкомата,,Турция,Шереметьево,,,,,2022-09-29T22:00:01,2022-09-29
278,3493,27.0,отказ от военкомата,стрелок,Казахстан,Бугристое,,,,,2022-09-30T17:05:08,2022-09-30
279,3494,27.0,отказ от военкомата,водитель,Азербайджан,Домодедово,2015-2016,,Б,,2022-09-29T17:10:08,2022-09-29
280,3494,24.0,отказ от военкомата,не служил,Турция,Пулково,,Санкт-Петербург,В,,2022-09-30T17:10:08,2022-09-30
281,3496,25.0,отказ от военкомата,ракетные войска,Казахстан,Мариинский,,,А1,,2022-09-30T17:25:13,2022-09-30
282,3497,33.0,отказ от военкомата,436543Р,Казахстан,Маштаково,,Санкт-Петербург,А1,,2022-09-30T17:33:49,2022-09-30
283,3503,37.0,отказ от военкомата,"310101, офицер",Турция,Шереметьево,,,,1.0,2022-09-30T19:06:57,2022-09-30
284,3508,30.0,,служил,Армения,Домодедово,,,А1,,2022-09-30T19:54:12,2022-09-30
285,3520,31.0,отказ от военкомата,служил,Киргизия,,,,А2,,2022-09-30T21:15:02,2022-09-30
286,3541,26.0,отказ от военкомата,связист,Узбекистан,Пулково,,,А,,2022-09-30T23:42:01,2022-09-30
287,3542,35.0,отказ от военкомата,авиатехник,Турция,Пулково,,,Б3,,2022-09-30T11:45:11,2022-09-30
288,3551,29.0,отказ от военкомата,оператор радио-перехвата,Узбекистан,Пулково,2011-2012,,,,2022-09-30T09:28:08,2022-09-30
289,3566,29.0,,служил,Армения,Сочи,,,,,2022-10-01T11:20:08,2022-10-01
290,3570,29.0,отказ от военкомата,"182, командир отделения стрелков",Армения,Сургут,,Москва,,1.0,2022-10-01T11:32:01,2022-10-01
291,3571,25.0,отказ от военкомата,офицер запаса,Казахстан,Петухово,,"Всеволожск, Ленинградская область",В,,2022-10-01T11:35:05,2022-10-01
292,3583,28.0,отказ от военкомата,"водитель C/D, спецназ ГРУ, сержант",Казахстан,Аксарайский,,Москва,,,2022-10-01T12:02:01,2022-10-01
293,3586,29.0,,не служил,Беларусь,,,Санкт-Петербург,В,,2022-09-30T23:55:07,2022-09-30
294,3590,30.0,отказ от военкомата,служил,Казахстан,Маштаково,,,,,2022-09-30T12:22:02,2022-09-30
295,3596,27.0,отказ от военкомата,"167, мобилизационное предписание",,Внуково,,,,,2022-09-30T12:35:08,2022-09-30
296,3600,32.0,отказ во въезде,служил,Чехия,Дубай,,,А1,,2022-10-01T13:50:10,2022-10-01
297,3600,,отказ во въезде,,Чехия,Дубай,,,,,2022-10-01T13:50:10,2022-10-01
298,3600,,отказ во въезде,,Чехия,Дубай,,,,,2022-10-01T13:50:10,2022-10-01
299,3600,,отказ во въезде,,Чехия,Дубай,,,,,2022-10-01T13:50:10,2022-10-01
300,3600,,отказ во въезде,,Чехия,Дубай,,,,,2022-10-01T13:50:10,2022-10-01
301,3600,,отказ во въезде,,Чехия,Дубай,,,,,2022-10-01T13:50:10,2022-10-01
302,3603,31.0,отказ от военкомата,служил,Казахстан,Шереметьево,,,,,2022-10-01T13:52:26,2022-10-01
303,3607,22.0,отказ от военкомата,служил,Казахстан,Петухово,,,А1,,2022-10-01T13:56:42,2022-10-01
304,3609,30.0,отказ от военкомата,служил,Казахстан,Петухово,,,,,2022-10-01T14:59:15,2022-10-01
305,3609,30.0,отказ от военкомата,служил,Армения,Тюмень,,,,,2022-09-25T14:59:15,2022-10-01
306,3615,27.0,отказ от военкомата,служил,Казахстан,Илек,,,В,,2022-09-29T15:21:15,2022-09-29
307,3620,31.0,отказ от военкомата,666995А,Армения,Пулково,2012-2013,,Б,,2022-10-01T15:36:15,2022-10-01
308,3621,27.0,отказ от военкомата,стрелок,Узбекистан,Домодедово,,,А1,,2022-09-30T15:46:15,2022-09-30
309,3630,32.0,отказ от военкомата,"стрелок, сержант",Армения,Сочи,,,,,2022-10-01T16:51:15,2022-10-01
310,3641,48.0,отказ от военкомата,офицер запаса,Узбекистан,Шереметьево,,,,,2022-10-01T20:40:07,2022-10-01
311,3644,27.0,отказ от военкомата,служил,Армения,Внуково,,,А1,,2022-10-01T21:10:10,2022-10-01
312,3646,32.0,отказ от военкомата,837,ОАЭ,Домодедово,2014-2015,Белгород,,1.0,2022-10-01T21:31:10,2022-10-01
313,3646,,отказ от военкомата,служил,,Домодедово,,,,,2022-10-01T21:31:10,2022-10-01
314,3646,,отказ от военкомата,служил,,Домодедово,,,,,2022-10-01T21:31:10,2022-10-01
315,3646,,отказ от военкомата,служил,,Домодедово,,,,,2022-10-01T21:31:10,2022-10-01
316,3646,,отказ от военкомата,не служил,,Домодедово,,,,,2022-10-01T21:31:10,2022-10-01
317,3652,32.0,отказ от военкомата,не служил,Египет,Внуково,,Костромская область,В,,2022-10-01T22:20:10,2022-10-01
318,3655,31.0,отказ от военкомата,"стрелок, ВВ, мобилизационное предписание - спасатель",Казахстан,,2011-2012,"Петрозаводск, Карелия",,,2022-10-01T22:35:09,2022-10-01
319,3657,27.0,отказ от военкомата,служил,Казахстан,Петухово,,,Б4,,2022-10-01T22:45:07,2022-10-01
320,3665,,,военная кафедра,Армения,Махачкала,,,,,2022-10-01T23:25:12,2022-10-01
321,3667,29.0,отказ от военкомата,связист,Узбекистан,Внуково,,,Б4,,2022-10-01T23:37:41,2022-10-01
322,3668,30.0,,вдв,Армения,Домодедово,,,,,2022-10-01T23:40:01,2022-10-01
323,3676,24.0,отказ от военкомата,600,Казахстан,Внуково,,,А3,,2022-10-02T08:01:15,2022-10-02
324,3677,34.0,отказ от военкомата,"461, спецсвязь",Турция,Сочи,2006-2008,,,,2022-10-01T08:06:15,2022-10-01
325,3679,41.0,отказ от военкомата,"не служил, слесарь-ремонтник",Турция,Шереметьево,,Костромская область,В,2.0,2022-10-01T20:21:15,2022-10-01
326,3680,29.0,отказ от военкомата,стрелок,Казахстан,,,Ярославская область,,,2022-09-30T08:26:15,2022-09-30
327,3682,39.0,,"военная кафедра, офицер, вус финансово-экономическая",,Шереметьево,,,,1.0,2022-10-02T08:36:15,2022-10-02
328,3682,29.0,отказ от военкомата,не служил,Киргизия,Шереметьево,,,В,,2022-10-02T08:36:15,2022-10-02
329,3684,32.0,отказ от военкомата,не служил,Казахстан,Екатеринбург,,Костромская область,,,2022-10-02T08:51:15,2022-10-02
330,3685,,отказ от военкомата,механик специальной радиосвязи,Киргизия,Кольцово,,Кемеровская область,А1,,2022-10-02T08:56:15,2022-10-02
331,3685,23.0,отказ от военкомата,пильщик,Киргизия,Кольцово,,,А4,1.0,2022-10-02T08:56:15,2022-10-02
332,3689,48.0,отказ от военкомата,"служил, офицер в запаса",Узбекистан,Шереметьево,,,,,2022-10-02T09:21:15,2022-10-02
333,3693,24.0,отказ от военкомата,,Казахстан,Орск,,"Чита, Забайкальский край",В,,2022-10-02T09:41:15,2022-10-02
334,3698,,отказ от военкомата,"артиллерия, военная кафедра",,Домодедово,,,,,2022-10-02T10:31:20,2022-10-02
335,3699,33.0,отказ от военкомата,"стрелок, электрик-водитель",Киргизия,Шереметьево,,,А1,,2022-10-02T10:36:15,2022-10-02
336,3701,30.0,,служил,Киргизия,Домодедово,,,А1,,2022-10-02T10:41:15,2022-10-02
337,3701,26.0,,не служил,Киргизия,Домодедово,,,В3,,2022-10-02T10:41:15,2022-10-02
338,3714,28.0,отказ от военкомата,оператор ЭВМ,Египет,Шереметьево,,,А,,2022-10-02T11:45:04,2022-10-02
339,3721,26.0,,РХБЗ,Армения,Домодедово,,,Б,,2022-10-02T12:25:10,2022-10-02
340,3721,29.0,отказ от военкомата,"водитель-механик, электрик",Казахстан,Бугристое,,,,,2022-10-02T12:25:10,2022-10-02
341,3722,34.0,отказ от военкомата,служил,Узбекистан,Домодедово,,,А,,2022-10-02T12:30:25,2022-10-02
342,3726,35.0,отказ от военкомата,стрелок,Киргизия,Домодедово,,Санкт-Петербург,А1,,2022-09-30T12:45:06,2022-09-30
343,3727,33.0,отказ от военкомата,"508, ВМФ",Иран,Шереметьево,2011-2012,,,,2022-10-02T12:45:06,2022-10-02
344,3729,,отказ от военкомата,"999, не служил",Армения,Домодедово,,Санкт-Петербург,В,,2022-10-02T12:55:08,2022-10-02
345,3732,24.0,отказ от военкомата,107,Армения,Домодедово,,,,,2022-10-01T13:10:08,2022-10-01
346,3733,,отказ от военкомата,,,Орск,,,А1,,2022-09-30T13:15:06,2022-09-30
347,3737,40.0,,военная кафедра,ОАЭ,Внуково,,,,,2022-10-02T13:45:07,2022-10-02
348,3739,32.0,отказ от военкомата,"дизелист-электрик, РВСН",Казахстан,Петухово,,Архангельская область,Б,,2022-10-02T13:55:05,2022-10-02
349,3741,34.0,отказ от военкомата,служил,Турция,Пулково,,,,,2022-10-02T15:10:12,2022-10-02
350,3741,42.0,отказ во въезде,не служил,Литва,,,,В,,2022-10-02T15:10:12,2022-10-02
351,3748,45.0,,военная кафедра,,Внуково,,"Всеволожск, Ленинградская область",,,2022-10-02T15:56:15,2022-10-02
352,3757,31.0,отказ от военкомата,"063400, контрактник, офицер запаса",Беларусь,Новозыбков,,,,А,2022-09-30T16:50:15,2022-09-30
353,3759,,,100,,Шереметьево,,,А,,2022-10-01T12:30:29,2022-10-01
354,3766,29.0,отказ от военкомата,"не служил, оператор ЭВМ",Турция,Домодедово,,Санкт-Петербург,В,,2022-10-02T18:30:01,2022-10-02
355,3766,34.0,,стрелок,Киргизия,Шереметьево,,,,,2022-10-02T18:30:01,2022-10-02
356,3774,28.0,,оператор ЭВМ,Армения,Шереметьево,,,А,,2022-10-02T20:15:11,2022-10-02
357,3776,25.0,отказ от военкомата,,,Внуково,,,В,,2022-09-24T20:35:00,2022-09-24
358,3782,35.0,ограничение от ФССП,не служил,Казахстан,Бугристое,,,,,2022-10-02T21:40:10,2022-10-02
359,3783,26.0,отказ от военкомата,стрелок,Киргизия,Домодедово,,,А1,,2022-10-02T21:45:10,2022-10-02
360,3789,,,писарь-делопроизводитель,Турция,Пулково,,,,,2022-10-02T23:38:52,2022-10-02
361,3794,27.0,отказ от военкомата,100182А,Турция,Шереметьево,2016-2017,,А,,2022-10-02T23:50:13,2022-10-02
362,3805,32.0,отказ от военкомата,140,Армения,Домодедово,,Владимирская область,Б3,,2022-10-02T22:30:49,2022-10-02
363,3807,26.0,отказ от военкомата,военная кафедра,Казахстан,Внуково,,"Всеволожск, Ленинградская область",,,2022-10-03T09:45:08,2022-10-03
364,3808,28.0,отказ от военкомата,"служил, контрактник, сержант",Казахстан,Внуково,,,Б3,,2022-10-03T10:01:14,2022-10-03
365,3812,28.0,отказ от военкомата,ПВО,Узбекистан,,,,Г,,2022-10-02T10:40:07,2022-10-02
366,3812,30.0,отказ от военкомата,ВМФ,Узбекистан,,,,,,2022-10-02T10:40:07,2022-10-02
367,3814,27.0,,,Грузия,Верхний Ларс,,,,,2022-10-02T10:59:01,2022-10-02
368,3819,27.0,отказ от военкомата,матрос,Казахстан,Караозек,,,А1,,2022-10-03T12:10:00,2022-10-03
369,3821,,отказ от военкомата,военная кафедра,Казахстан,Кольцово,,,,,2022-10-03T12:25:11,2022-10-03
370,3831,31.0,отказ от военкомата,132,Казахстан,Петухово,,,А1,,2022-10-03T13:59:01,2022-10-03
371,3831,33.0,отказ от военкомата,478,Казахстан,Петухово,,,А1,,2022-10-03T13:59:01,2022-10-03
372,3833,,отказ от военкомата,,Турция,Шереметьево,,,,,2022-10-02T16:00:18,2022-10-02
373,3835,27.0,отказ от военкомата,водитель,Турция,Внуково,,"Петрозаводск, Карелия",,,2022-10-03T16:15:00,2022-10-03
374,3835,27.0,отказ от военкомата,стрелок,Турция,Внуково,,"Петрозаводск, Карелия",,,2022-10-03T16:15:00,2022-10-03
375,3840,31.0,отказ от военкомата,служил,Турция,Внуково,,"Курчатов, Курская область",,,2022-10-03T17:10:07,2022-10-03
376,3845,26.0,отказ от военкомата,"военная кафедра, офицер",Казахстан,Аксарайский,,,,,2022-10-01T17:56:05,2022-10-01
377,3849,42.0,отказ от военкомата,военная кафедра,,,,"Кингисепп, Ленинградская область",,,2022-10-03T18:50:07,2022-10-03
378,3850,22.0,отказ от военкомата,служил,Турция,Пулково,,,А2,,2022-10-03T19:01:31,2022-10-03
379,3855,26.0,отказ от военкомата,"служил, офицер запаса",Узбекистан,Домодедово,,,,,2022-10-03T19:50:09,2022-10-03
380,3855,32.0,,"ВМФ, плавсостав",,Новороссийск,,,,,2022-10-03T19:50:09,2022-10-03
381,3857,35.0,отказ от военкомата,"военная кафедра, офицер",Армения,,,,,,2022-10-03T20:05:08,2022-10-03
382,3859,42.0,отказ от военкомата,"штурман надводных кораблей, военная кафедра",Турция,Пулково,,Ленинградская область,А1,,2022-10-03T20:15:06,2022-10-03
383,3870,29.0,,"999, не служил",Армения,Шереметьево,,,,,2022-10-03T21:31:04,2022-10-03
384,3884,36.0,отказ от военкомата,"военная кафедра, офицер",Турция,Пулково,,,,,2022-10-04T08:15:05,2022-10-04
385,3887,,отказ во въезде,,Молдова,,,,,,2022-10-04T08:45:05,2022-10-04
386,3889,30.0,отказ от военкомата,220,,,,Ивановская область,А,,2022-10-03T09:10:07,2022-10-03
387,3892,26.0,отказ от военкомата,служил,,Пулково,,,,,2022-10-04T09:40:06,2022-10-04
388,3894,30.0,отказ от военкомата,авиационный механик,Турция,Домодедово,,,,,2022-10-04T10:05:02,2022-10-04
389,3898,23.0,отказ от военкомата,водитель БТР,Казахстан,,,,Б3,,2022-10-04T10:45:10,2022-10-04
390,3921,23.0,отказ от военкомата,140533А,Узбекистан,Внуково,,,А2,,2022-10-04T15:01:44,2022-10-04
391,3924,30.0,отказ от военкомата,"441, военная кафедра",Турция,Внуково,,,А,1,2022-10-04T15:40:09,2022-10-04
392,3928,37.0,,военная кафедра,Турция,Внуково,,,А,,2022-10-04T16:15:09,2022-10-04
393,3929,26.0,отказ от военкомата,служил,Турция,Внуково,,Ростовская область,,,2022-10-03T16:30:51,2022-10-03
394,3936,27.0,,не служил,Казахстан,Тюмень,,Санкт-Петербург,,,2022-10-04T18:10:02,2022-10-04
395,3942,35.0,,Контролер КПП,Турция,Пулково,,,,2,2022-10-04T20:15:09,2022-10-04
396,3951,25.0,,"военная кафедра, офицер",Турция,,,,1,,2022-10-04T22:25:06,2022-10-04
397,3952,,отказ в выезде иностранным государством,,Польша,Граница Беларусь-Польша,,,,,2022-10-04T22:35:12,2022-10-04
398,3954,29.0,отказ от военкомата,служил,Турция,Внуково,,,,,2022-10-04T22:55:08,2022-10-04
399,3955,,отказ во въезде,,Молдова,,,,,,2022-10-04T23:05:01,2022-10-04
400,3961,,отказ от военкомата,"101, сержант",Казахстан,,,,В3,,2022-10-05T08:10:04,2022-10-05
401,3971,,отказ от военкомата,,Армения,Ереван,,,А,,2022-10-05T09:15:10,2022-10-05
402,3972,32.0,,стрелок,,Домодедово,,,Б4,,2022-10-05T09:30:33,2022-10-05
403,3978,39.0,отказ от военкомата,"ПВО, военная кафедра",Турция,Домодедово,,,,,2022-10-05T10:30:19,2022-10-05
404,3980,23.0,отказ от военкомата,служил,Турция,Шереметьево,,Владимирская область,,,2022-10-02T10:45:08,2022-10-02
405,3987,35.0,отказ от военкомата,,Казахстан,Озинки,,,,,2022-10-05T12:20:55,2022-10-05
406,3988,25.0,отказ от военкомата,старший разведчик,,,,,,,2022-10-05T12:43:16,2022-10-05
407,3989,40.0,ограничение от ФССП,не служил,Беларусь,Красный Камень,,,,,2022-10-04T13:36:21,2022-10-04
408,3989,30.0,отказ от военкомата,"021000, военная кафедра",Казахстан,Пулково,,Санкт-Петербург,,,2022-10-04T13:36:21,2022-10-04
409,3990,,отказ от военкомата,600945А,Беларусь,Шереметьево,,,,1,2022-10-05T13:45:07,2022-10-05
410,3994,37.0,отказ от военкомата,"военная кафедра, офицер, ремонт и эксплуатация автомобильной техники",Египет,Внуково,,Ленинградская область,Б1,,2022-10-05T14:38:54,2022-10-05
411,4006,43.0,отказ от военкомата,"артиллерия, военная кафедра, офицер",Финляндия,Торфяновка,,,А,,2022-10-05T20:45:13,2022-10-05
412,4007,25.0,,служил,Турция,Внуково,,,А1,,2022-10-05T20:55:07,2022-10-05
413,4009,,отказ от военкомата,служил,Азербайджан,Внуково,,,,,2022-10-05T21:15:01,2022-10-05
414,4009,,отказ от военкомата,служил,Азербайджан,Внуково,,,,,2022-10-05T21:15:01,2022-10-05
415,4009,27.0,отказ от военкомата,служил,Грузия (Абхазия),Адлер,2015-2016,,,,2022-09-29T21:15:01,2022-09-29
416,4010,25.0,отказ от военкомата,вдв,Казахстан,,,Тюменская область,А1,,2022-09-29T21:25:11,2022-09-29
417,4011,29.0,отказ от военкомата,водитель-механик,Армения,Внуково,,,,1,2022-10-05T21:58:52,2022-10-05
418,4016,27.0,отказ от военкомата,"связист, военная кафедра",Азербайджан,Шереметьево,,"Всеволожск, Ленинградская область",А,,2022-10-05T23:22:01,2022-10-05
419,4022,24.0,отказ от военкомата,"служил, танковые войска",Турция,Шереметьево,,,А1,,2022-10-05T08:10:07,2022-10-05
420,4031,29.0,отказ от военкомата,военная кафедра,Казахстан,Внуково,,Ленинградская область,А1,,2022-10-06T10:30:24,2022-10-06
421,4036,28.0,отказ от военкомата,101,Казахстан,,,,,,2022-10-04T11:45:12,2022-10-04
422,4036,28.0,отказ от военкомата,101,Казахстан,,,,,,2022-10-04T11:45:12,2022-10-04
423,4036,28.0,отказ от военкомата,101,Казахстан,,,,,,2022-10-03T11:45:12,2022-10-04
424,4040,28.0,отказ от военкомата,"600543, оператор ЭВМ",Казахстан,Шереметьево,,,,,2022-10-06T12:45:08,2022-10-06
425,4042,25.0,,420128,Армения,Шереметьево,,Санкт-Петербург,,1,2022-10-06T13:15:05,2022-10-06
426,4042,28.0,отказ от военкомата,не служил,Турция,Внуково,,Ярославская область,В,,2022-10-02T13:15:05,2022-10-02
427,4047,,отказ во въезде,,Молдова,Ереван,,,В,,2022-10-06T14:26:12,2022-10-06
428,4047,,отказ от военкомата,,Казахстан,Озинки,,Пермская область,В,,2022-10-05T23:26:12,2022-10-05
429,4051,31.0,отказ от военкомата,"405, телеграфист",Турция,Домодедово,2013-2014,"Смоленск, Смоленская область",Б3,,2022-10-06T15:45:01,2022-10-06
430,4052,28.0,,"632, научная рота",Катар,Шереметьево,,Воронежская область,А,,2022-10-06T16:00:02,2022-10-06
431,4052,29.0,,100,Катар,Шереметьево,,Воронежская область,А,,2022-10-06T16:00:02,2022-10-06
432,4053,28.0,отказ от военкомата,не служил,Казахстан,,,,,,2022-10-06T16:19:08,2022-10-06
433,4054,,,военная кафедра,Турция,Домодедово,,,,,2022-10-06T16:29:33,2022-10-06
434,4055,38.0,отказ от военкомата,"командир отделения артиллирийской разведки, морская пехота",,,2008-2009,Костромская область,,,2022-10-06T16:48:20,2022-10-06
435,4066,27.0,отказ от военкомата,100,Киргизия,Жуковский,2017-2018,,А2,,2022-10-06T21:15:01,2022-10-06
436,4077,30.0,отказ от военкомата,"180, старший механик-водитель",Казахстан,Петухово,2011-2012,,,1,2022-10-06T09:21:01,2022-10-06
437,4079,32.0,,"командир танкового взвода, сержант",Казахстан,Пулково,,,А1,,2022-09-24T09:40:07,2022-09-24
438,4079,32.0,,"командир танкового взвода, сержант",Казахстан,Маштаково,,,А1,,2022-09-26T09:40:07,2022-09-26
439,4079,,отказ от военкомата,"837, водитель",Узбекистан,Домодедово,,,Б,,2022-10-07T09:40:07,2022-10-06
440,4081,27.0,отказ от военкомата,служил,Армения,Внуково,,,,,2022-10-07T10:00:21,2022-10-07
441,4084,28.0,отказ от военкомата,"не служил, оператор ЭВМ",Турция,Сочи,,Санкт-Петербург,,,2022-10-07T10:20:04,2022-10-07
442,4091,23.0,,артиллерия,Армения,Внуково,,,А4,,2022-10-07T11:20:05,2022-10-07
443,4092,27.0,отказ от военкомата,713,Турция,Сочи,,,,,2022-10-07T11:30:46,2022-10-07
444,4095,34.0,отказ от военкомата,служил,Узбекистан,Внуково,,,,,2022-10-07T12:00:48,2022-10-07
445,4096,22.0,отказ от военкомата,187,Армения,Сочи,,Москва,А1,,2022-10-07T12:10:05,2022-10-07
446,4097,28.0,отказ от военкомата,служил,Армения,Минеральные Воды,,,,,2022-10-07T12:20:10,2022-10-07
447,4104,32.0,отказ от военкомата,"электрик-дизелист, РВСН",Казахстан,Петухово,,"Котлас, Архангельская область",Б,1,2022-10-07T14:01:04,2022-10-07
448,4105,48.0,отказ от военкомата,"артиллерия, военная кафедра",Киргизия,Новосибирск,,,,,2022-10-07T14:10:08,2022-10-07
449,4106,35.0,отказ от военкомата,"045000, военная кафедра",Армения,Внуково,,Саратовская область,,,2022-10-06T14:20:06,2022-10-06
450,4107,27.0,отказ от военкомата,служил,Казахстан,Жуковский,,"Смоленск, Смоленская область",Б,,2022-10-07T14:30:27,2022-10-07
451,4115,33.0,отказ от военкомата,"военная кафедра, переводчик",Турция,Пулково,,"Всеволожск, Ленинградская область",,,2022-10-07T16:50:11,2022-10-07
452,4153,28.0,отказ от военкомата,служил,Грузия,Верхний Ларс,,,,,2022-10-07T23:00:05,2022-10-07
453,4157,,отказ от военкомата,,Армения,Сочи,,,,,2022-10-07T23:40:03,2022-10-07
454,4167,,отказ от военкомата,механик-водитель,Турция,Жуковский,,,А,,2022-10-08T11:00:23,2022-10-08
455,4170,45.0,,"ПВО, военная кафедра",Азербайджан,Домодедово,,"Всеволожск, Ленинградская область",,,2022-10-08T11:30:33,2022-10-08
456,4184,,отказ от военкомата,артиллерия,Казахстан,Петухово,,,А1,,2022-10-08T13:50:07,2022-10-08
457,4211,33.0,отказ от военкомата,"132, командир орудия самоходных орудий, ВДВ",Турция,Внуково,2009-2010,,,1,2022-10-08T18:20:08,2022-10-08
458,4212,25.0,отказ от военкомата,военная кафедра,Турция,Внуково,,Нижегородская область,В,,2022-10-08T03:10:07,2022-10-08
459,4213,27.0,,"ПВО, военная кафедра, офицер",Армения,Домодедово,,"Иркутск, Иркутская область",А1,,2022-10-08T08:40:07,2022-10-08
460,4230,26.0,отказ от военкомата,сапёр,Сербия,,,,Б3,,2022-10-08T20:35:11,2022-10-08
461,4234,38.0,,"военная кафедра, военный метеоролог",Армения,,,,,,2022-10-07T21:05:11,2022-10-07
462,4235,,отказ от военкомата,служил,Грузия,Верхний Ларс,,Москва,,1,2022-10-08T21:10:09,2022-10-08
463,4240,42.0,отказ от военкомата,"военная кафедра, офицер, вус финансовый",Турция,Внуково,,,,,2022-10-08T21:30:15,2022-10-08
464,4241,27.0,отказ от военкомата,оператор навигационных гидроакустических систем,Турция,Пулково,,,,1,2022-10-08T21:35:06,2022-10-08
465,4244,41.0,,"военная кафедра, вус морской",Турция,Пулково,,,,,2022-10-08T22:05:06,2022-10-08
