id,msg_id,case_mes_id,case_type,age,sex,cause,army_relations,vus,army_type,army_sec_type,army_other,country,kpp,yService,voenk_region,voenk_city,voenk_district,kategory_h,kategory_z,date
661,5678,NULL,NULL,34,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"командир отделения, снайпер",Казахстан,Петухово,,Москва,NULL,NULL,,,2022-10-02
662,5678,NULL,NULL,34,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"командир отделения, снайпер",Казахстан,Комсомольское,,Москва,NULL,NULL,,,2022-09-29
663,5680,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,"не служил",Таджикистан,Красноярск,,Санкт-Петербург,NULL,NULL,В,,2022-09-29
664,5689,NULL,NULL,44,NULL,,NULL,NULL,NULL,NULL,"военная кафедра",Турция,Шереметьево,,,NULL,NULL,,1,2022-10-22
665,5701,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"оператор ЭВМ",Армения,Шереметьево,2017-2018,,NULL,NULL,А,,2022-10-02
666,5701,NULL,NULL,NULL,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"оператор ЭВМ",Грузия,Минск,2017-2018,,NULL,NULL,А,,2022-10-26
667,5705,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"вдв, сержант",Шри-Ланка,Внуково,,,NULL,NULL,А,,2022-10-23
668,5705,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"вдв, сержант",Турция,Пулково,,,NULL,NULL,А,,2022-10-26
669,5709,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"телефонист кабельных путей",Узбекистан,Новосибирск,,"Выборг, Ленинградская область",NULL,NULL,А1,,2022-09-26
670,5709,NULL,NULL,26,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"телефонист кабельных путей",Турция,Минск,,"Выборг, Ленинградская область",NULL,NULL,А1,,2022-10-26
671,5730,NULL,NULL,22,NULL,,NULL,NULL,NULL,NULL,служил,Грузия,"Верхний Ларс",2020-2021,,NULL,NULL,А1,,2022-10-26
672,5733,NULL,NULL,31,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Беларусь,,,,NULL,NULL,,,2022-10-26
673,5740,NULL,NULL,36,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Китай,Пулково,,,NULL,NULL,,,2022-10-26
674,5747,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Куба,Шереметьево,,,NULL,NULL,,,2022-10-25
675,5766,NULL,NULL,NULL,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"168, разведчик сапёр",Турция,Минск,2020-2021,"Ульяновск, Ульяновская область",NULL,NULL,,,2022-10-27
676,5775,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Казахстан,Тюмень,,,NULL,NULL,А1,,2022-10-22
677,5777,NULL,NULL,27,NULL,,NULL,NULL,NULL,NULL,"наводчик-оператор Т-72Б3, мл. сержант, заместитель командира взвода, командир отделения",Узбекистан,Домодедово,,"Ульяновская область",NULL,NULL,А1,,2022-10-01
678,5787,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"разведчик воинских частей специального назначения, разведчик-снайпер, ГРУ",Турция,Внуково,2016-2017,,NULL,NULL,,,2022-10-26
679,5829,NULL,NULL,NULL,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,,Грузия,Минск,,,NULL,NULL,,,2022-10-28
680,5849,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,,,2011-2012,,NULL,NULL,А,,2022-10-26
681,5850,NULL,NULL,33,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра, офицер запаса, железнодорожные войска",Турция,Шереметьево,,"Ленинградская область",NULL,NULL,,,2022-09-24
682,5850,NULL,NULL,33,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"военная кафедра, офицер запаса, железнодорожные войска",,Минск,,"Ленинградская область",NULL,NULL,,,2022-10-27
683,5881,NULL,NULL,25,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,служил,Казахстан,Минск,,,NULL,NULL,А,,2022-10-28
684,5882,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,ВМФ,Армения,Минск,,,NULL,NULL,,,2022-10-28
685,5893,NULL,NULL,41,NULL,,NULL,NULL,NULL,NULL,"военная кафедра, вус авиационный",Турция,Домодедово,,,NULL,NULL,,,2022-10-09
686,5893,NULL,NULL,41,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"военная кафедра, вус авиационный",Турция,Минск,,,NULL,NULL,,,2022-10-29
687,5896,NULL,NULL,42,NULL,,NULL,NULL,NULL,NULL,"бухгалтер, военная кафедра",Турция,Сочи,женщина,"Хабаровский край",NULL,NULL,,3,2022-10-27
688,5896,NULL,NULL,42,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"бухгалтер, военная кафедра",Турция,Минск,женщина,"Хабаровский край",NULL,NULL,,3,2022-10-29
689,5904,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"не служил",Узбекистан,Пулково,,"Архангельск, Архангельская область",NULL,NULL,,,2022-10-22
690,5904,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"не служил",Узбекистан,Шереметьево,,"Архангельск, Архангельская область",NULL,NULL,,,2022-10-26
691,5905,NULL,NULL,28,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,танкист,Грузия,Минск,2011-2012,,NULL,NULL,,,2022-10-27
692,5905,NULL,NULL,29,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"космические войска",Грузия,Минск,2011-2012,,NULL,NULL,,,2022-10-27
693,5905,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"космические войска",Грузия,Внуково,2011-2012,,NULL,NULL,,,2022-10-29
694,5905,NULL,NULL,28,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,танкист,Грузия,Внуково,2011-2012,,NULL,NULL,,,2022-10-29
695,5918,NULL,NULL,25,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",,Домодедово,,,NULL,NULL,,,2022-09-26
696,5918,NULL,NULL,25,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"военная кафедра",,Минск,,,NULL,NULL,,,2022-10-27
697,5924,NULL,NULL,27,NULL,,NULL,NULL,NULL,NULL,служил,Армения,Внуково,,,NULL,NULL,А1,,2022-10-05
698,5943,NULL,NULL,28,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"военная кафедра, вус инженерно-технический",Казахстан,Минск,,,NULL,NULL,,,2022-10-29
699,5961,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,ОАЭ,Внуково,,"Белгород, Белгородская область",NULL,NULL,,,2022-09-27
700,5961,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Казахстан,,,"Белгород, Белгородская область",NULL,NULL,,,2022-10-03
701,5965,NULL,NULL,NULL,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,служил,,Минск,,,NULL,NULL,,,2022-10-30
702,5974,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"999000А, не служил",,,,"Выборг, Ленинградская область",NULL,NULL,В,,2022-10-04
703,5990,NULL,NULL,39,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,,,Домодедово,,,NULL,NULL,,,2022-09-29
704,6003,NULL,NULL,25,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,,,Минск,,,NULL,NULL,,,2022-10-22
705,6018,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"837, водитель",Киргизия,Пулково,,Санкт-Петербург,NULL,NULL,,,2022-09-30
706,6019,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"начальник электростанции, контрактник",Турция,Внуково,,,NULL,NULL,Б3,,2022-10-24
707,6024,NULL,NULL,23,NULL,"отказ во въезде",NULL,NULL,NULL,NULL,"не служил",Грузия,Астана,,,NULL,NULL,,,2022-10-31
708,6026,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военный музыкант",,,,"Сарапул, Удмуртская Республика",NULL,NULL,,,2022-10-24
709,6026,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военный музыкант",,,,"Сарапул, Удмуртская Республика",NULL,NULL,,,2022-10-25
710,6030,NULL,NULL,30,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,886,Армения,Шереметьево,,,NULL,NULL,Б3,,2022-10-29
711,6031,NULL,NULL,24,NULL,,NULL,NULL,NULL,NULL,"100915П, стрелок",Казахстан,Кулунда,,,NULL,NULL,А,,2022-10-28
712,6036,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"санитарный инструктор младших медицинских специалистов, механик-водитель",Казахстан,Орск,,,NULL,NULL,Б4,1,2022-09-29
713,6041,NULL,NULL,24,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"служил, танковые войска",Казахстан,Минск,,,NULL,NULL,А1,,2022-10-31
714,6049,NULL,NULL,NULL,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,водитель-механик,Грузия,Минск,2010-2011,,NULL,NULL,А1,,2022-10-31
715,6051,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,,,,"Невский район, Санкт-Петербург",NULL,NULL,,,2022-10-01
716,6062,NULL,NULL,31,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Казахстан,Маштаково,,,NULL,NULL,А,,2022-09-28
717,6069,NULL,NULL,37,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",,Шереметьево,,Санкт-Петербург,NULL,NULL,,,2022-10-23
718,6069,NULL,NULL,37,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"военная кафедра",Казахстан,Исилькуль,,Санкт-Петербург,NULL,NULL,,,2022-10-28
719,6077,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,водитель,,,2016-2017,,NULL,NULL,А1,,2022-10-03
720,6084,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"водитель землеройных машин",Казахстан,,2016-2017,,NULL,NULL,А1,,2022-09-27
721,6084,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"водитель землеройных машин",Казахстан,Маштаково,2016-2017,,NULL,NULL,А1,,2022-09-28
722,6084,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"водитель землеройных машин",Казахстан,Маштаково,2016-2017,,NULL,NULL,А1,,2022-09-28
723,6090,NULL,NULL,NULL,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,служил,Турция,Минск,2013-2014,,NULL,NULL,,,2022-10-21
724,6090,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Турция,,2013-2014,,NULL,NULL,,,2022-10-21
725,6093,NULL,NULL,25,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,артиллерия,Грузия,Минск,2016-2017,Санкт-Петербург,NULL,NULL,Б,,2022-11-01
726,6098,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Грузия,,,,NULL,NULL,,,2022-10-23
727,6098,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Грузия,,,,NULL,NULL,,,2022-10-24
728,6107,NULL,NULL,NULL,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,водитель-механик,Грузия,Минск,2010-2011,,NULL,NULL,А1,,2022-10-31
729,6115,NULL,NULL,NULL,NULL,"отказ во въезде",NULL,NULL,NULL,NULL,,Грузия,Стамбул,,,NULL,NULL,,,2022-11-02
730,6117,NULL,NULL,27,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,электрик-дизелист,Казахстан,Жуковский,,"Смоленск, Смоленская область",NULL,NULL,Б,,2022-10-07
731,6122,NULL,NULL,25,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"номер артиллерийского расчета",Грузия,Минск,2016-2017,,NULL,NULL,,,2022-11-01
732,6125,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,"взрывотехник, контракт СОБР",Турция,Внуково,2013-2014,,NULL,NULL,А1,,2022-10-22
733,6125,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,"взрывотехник, контракт СОБР",Грузия,Минск,2013-2014,,NULL,NULL,А1,,2022-10-24
734,6140,NULL,NULL,26,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,"старший разведчик",Турция,Минск,,"Калининград, Калининградская область",NULL,NULL,,,2022-11-01
735,6148,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,связист,Узбекистан,Пулково,,,NULL,NULL,,,2022-09-30
736,6176,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"инженерные войска",Казахстан,,2016-2017,,NULL,NULL,,,2022-09-26
737,6185,NULL,NULL,NULL,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,107,Турция,Минск,2016-2017,,NULL,NULL,А,,2022-10-22
738,6200,NULL,NULL,NULL,NULL,долг,NULL,NULL,NULL,NULL,,Казахстан,Вишнёвка,,,NULL,NULL,,,2022-10-01
739,6200,NULL,NULL,NULL,NULL,долг,NULL,NULL,NULL,NULL,,Казахстан,Вишнёвка,,,NULL,NULL,,,2022-10-01
740,6203,NULL,NULL,22,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"стрелок, сержант, оркестр",Грузия,"Верхний Ларс",2018-2019,,NULL,NULL,Б3,,2022-09-27
741,6219,NULL,NULL,23,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,стрелок,,Нальчик,2017-2018,,NULL,NULL,,,2022-10-13
742,6219,NULL,NULL,23,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,стрелок,Грузия,"Верхний Ларс",2017-2018,,NULL,NULL,,,2022-10-14
743,6267,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Грузия,"Верхний Ларс",,,NULL,NULL,,,2022-10-14
744,6296,NULL,NULL,25,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"859427А, военная кафедра",,,,Санкт-Петербург,NULL,NULL,,,2022-09-29
745,6302,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"сухопутные войска",Сербия,Внуково,2015-2016,,NULL,NULL,Б,,2022-10-18
746,6312,NULL,NULL,42,NULL,,NULL,NULL,NULL,NULL,"не служил",Армения,Домодедово,,,NULL,NULL,В,,2022-11-07
747,6332,NULL,NULL,NULL,NULL,"отказ во въезде",NULL,NULL,NULL,NULL,"не служил",Польша,Брест,,Москва,NULL,NULL,,,2022-11-07
748,6340,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"механик-водитель БМП",Казахстан,Павловка,2012-2013,,NULL,NULL,А,,2022-09-28
749,6362,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,служил,,Кольцово,,,NULL,NULL,,,2022-09-29
750,6362,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,служил,,Жуковский,,,NULL,NULL,,,2022-10-17
751,6375,NULL,NULL,35,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"не служил",Турция,Жуковский,,"Ярославская область",NULL,NULL,,,2022-09-26
752,6376,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Киргизия,Домодедово,,"Ставропольский край",NULL,NULL,А,,2022-10-19
753,6403,NULL,NULL,29,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Турция,Внуково,,,NULL,NULL,,,2022-10-14
754,6437,NULL,NULL,32,NULL,,NULL,NULL,NULL,NULL,"военная кафедра, офицер запаса, мобилизационное предписание",Казахстан,,,,NULL,NULL,А,,2022-09-26
755,6448,NULL,NULL,30,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,"командир отделения понтонных переправ, мл. сержант",,Шереметьево,,,NULL,NULL,,,2022-10-03
756,6465,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,100,Казахстан,Бугристое,,,NULL,NULL,,,2022-10-09
757,6465,NULL,NULL,NULL,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,100,Турция,,,,NULL,NULL,,,2022-10-25
758,6465,NULL,NULL,NULL,NULL,"отказ в выезде иностранным государством",NULL,NULL,NULL,NULL,100,Турция,Минск,,,NULL,NULL,,,2022-10-26
759,6476,NULL,NULL,32,NULL,,NULL,NULL,NULL,NULL,служил,,Домодедово,,,NULL,NULL,,,2022-10-17
760,6497,NULL,NULL,26,NULL,"отказ от военкомата",NULL,NULL,NULL,NULL,служил,Грузия,"Верхний Ларс",2016-2017,"Белгород, Белгородская область",NULL,NULL,,,2022-09-26
761,1598,NULL,NULL,23,NULL,"отказ во въезде",NULL,NULL,NULL,NULL,,Финляндия,Торфяновка,,,NULL,NULL,,,2022-09-22
1770,1441,57,success,NULL,Ж,,,,,,,Польша,,,,,,,,2022-09-21
1772,1443,58,success,30,М,,,,,,,Армения,Шереметьево,,,,,,,2022-09-21
1773,1446,59,success,29,Ж,,,,,,,ОАЭ,Пулково,,,,,,,2022-09-21
1774,1447,60,success,24,Ж,,,,,,"медицинская ВУС",Сербия,,,,,,,,2022-09-21
1775,1448,61,success,33,М,,,,,,"рядовой запаса",Турция,Домодедово,,,,,В,,2022-09-21
1776,1449,62,success,26,М,,"не служил",,,,,Армения,Внуково,,,,,,,2022-09-21
1777,1451,63,success,40,М,,,,,,,Финляндия,,,,,,,2,2022-09-21
1778,1458,66,success,28,М,,,,,,,Турция,Внуково,,,,,,2,2022-09-21
1779,1460,68,success,32,М,,,,,,"рядовой запаса",Турция,Внуково,,,,,,,2022-09-21
1780,1461,69,success,27,М,,,,,,,Турция,Пулково,,,,,В,,2022-09-21
1781,1462,70,success,38,М,,,,,,,Финляндия,Торфяновка,,,,,,2,2022-09-21
1782,1466,72,success,34,М,,,,,,"офицер запаса",Азербайджан,Домодедово,,,,,,,2022-09-21
1783,1467,73,success,35,М,,,,,,,Армения,Внуково,,,,,,,2022-09-21
1784,1468,74,success,33,М,,"военная кафедра",,,,"офицер запаса",Армения,Внуково,,,,,,1,2022-09-21
1785,1471,76,success,25,М,,,,,,,ОАЭ,Внуково,,,,,В,,2022-09-21
1786,1472,77,success,30,М,,,,,,"офицер запаса",,Шереметьево,,,,,,,2022-09-21
1787,1473,78,success,24,М,,,,,,,Азербайджан,Домодедово,,,,,,,2022-09-21
1788,1474,79,success,33,М,,"не служил",,,,,Финляндия,,,,,,В,,2022-09-21
1789,1474,79,success,35,Ж,,"не служил",,,,,Финляндия,,,,,,,,2022-09-21
1790,1475,80,success,28,М,,"военная кафедра",,,,,Армения,Шереметьево,,,,,,1,2022-09-21
1791,1476,81,success,25,М,,"не служил",,,,,ОАЭ,Пулково,,,,,В,,2022-09-21
1792,1481,84,success,43,М,,,,,,"офицер запаса",,Домодедово,,,,,,,2022-09-21
1793,1482,85,success,26,Ж,,,,,,"военнообязанный, врач",Турция,Домодедово,,,,,,,2022-09-21
1794,1482,85,success,26,М,,,,,,"военнообязанный, врач",Турция,Домодедово,,,,,,,2022-09-21
1795,1483,86,success,29,М,,,,,,,Армения,Внуково,,,,,,,2022-09-21
1796,1432,87,success,37,Ж,,,,,,,Турция,Пулково,,,,,,,2022-09-20
1797,1432,87,success,34,М,,,,,,,Турция,Пулково,,,,,,,2022-09-20
1798,1439,88,success,26,Ж,,,,,,,Армения,Внуково,,,,,,,2022-09-20
1799,1440,89,success,25,М,,,,,,,Турция,Нальчик,,,,,,,2022-09-20
1800,1440,89,success,27,Ж,,,,,,,Турция,Нальчик,,,,,,,2022-09-20
1801,1484,90,success,27,Ж,,,,,,,ОАЭ,Домодедово,,,,,,,2022-09-21
1802,1484,90,success,30,М,,"не служил",,,,,ОАЭ,Домодедово,,,,,,,2022-09-21
1803,1485,91,success,NULL,М,,,,,,,ОАЭ,Пулково,,,,,,,2022-09-21
1804,1486,92,success,40,М,,,,,,,Израиль,Домодедово,,,,,,,2022-09-21
1805,1487,93,success,32,М,,"военная кафедра",,,,"офицер запаса",Эстония,Ивангород,,,,,,,2022-09-21
1806,1488,94,success,31,М,,,,,,"офицер запаса",Турция,Пулково,,,,,,,2022-09-21
1807,1490,96,success,34,М,,"не служил",,,,,Турция,Пулково,,,,,,,2022-09-21
1808,1492,98,success,48,М,,"не служил",,,,"в запасе",ОАЭ,Пулково,,,,,,1,2022-09-21
1809,1493,99,success,36,М,,"не служил",,,,,Азербайджан,Шереметьево,,,,,,,2022-09-21
1810,1494,100,success,38,М,,"военная кафедра",,ВКС,,"офицер запаса, лейтенант",Армения,Шереметьево,,,,,,,2022-09-21
1811,1495,101,success,33,М,,"не служил",,,,,Армения,Сочи,,,,,,,2022-09-21
1812,1496,102,success,30,М,,,,,,,Турция,Пулково,,,,,,,2022-09-21
1813,1497,103,success,34,М,,"не служил",,,,"в запасе",Армения,Внуково,,,,,,,2022-09-21
1814,1498,104,success,35,М,,"не служил",,,,,Азербайджан,Шереметьево,,,,,,,2022-09-21
1815,1498,104,success,34,Ж,,,,,,,Азербайджан,Шереметьево,,,,,,,2022-09-21
1816,1499,105,success,34,М,,,,,,"солдат запаса, рядовой",Казахстан,Караозек,,,,,,1,2022-09-21
1817,1502,106,success,34,М,,,,,,,Армения,Домодедово,,,,,,,2022-09-21
1818,1503,107,success,36,М,,"не служил",,,,,Финляндия,Торфяновка,,,,,,,2022-09-21
1819,1505,109,success,30,М,,,,,,"офицер запаса",Беларусь,Пулково,,,,,,,2022-09-21
1820,1506,110,success,26,М,,"военная кафедра",,,,"офицер запаса",Таджикистан,Курумоч,,,,,А,,2022-09-21
1821,1507,111,success,22,М,,"не служил",,,,,Армения,Внуково,,,,,,,2022-09-21
1822,1508,112,success,26,М,,,,,,,Беларусь,Пулково,,,,,,,2022-09-21
1823,1509,113,success,31,М,,"военная кафедра",,,,"офицер запаса, лейтенант",Армения,Баландино,,,,,,,2022-09-21
1824,1510,114,success,28,М,,,,ВМФ,,военнообязанный,Турция,Шереметьево,,,,,,,2022-09-21
1825,1511,115,success,22,М,,,,,,,Грузия,"Верхний Ларс",,,,,В,,2022-09-21
1826,1511,115,success,23,М,,,,,,,Грузия,"Верхний Ларс",,,,,Г,,2022-09-21
1827,1512,116,success,32,М,,"не служил",,,,,ОАЭ,Домодедово,,,,,В,,2022-09-21
1828,1513,117,success,25,М,,,,,,,Турция,Домодедово,,,,,,,2022-09-21
1829,1514,118,success,NULL,М,,"не служил",,,,"солдат запаса, рядовой",Армения,Внуково,,,,,В,,2022-09-21
1830,1514,118,success,NULL,М,NULL,"не служил",NULL,NULL,NULL,NULL,Армения,Внуково,NULL,NULL,NULL,NULL,NULL,NULL,2022-09-21
1932,2045,4341,success,38,М,,,,,,,Узбекистан,Шереметьево,,,,,,,2022-09-24
1933,1783,3087,success,26,М,,,,,,,Беларусь,Смоленск,,,,,,,2022-09-23
1934,1746,2900,success,26,М,,,,,,"в запасе",Беларусь,,,,,,В,,2022-09-23
1935,2416,5964,success,40,М,,"прошел срочную службу",пожарник,,,,Армения,Внуково,,,,,1,,2022-09-26
1936,2269,5258,success,30,М,,"не служил",,,,,Казахстан,Бугристое,,,,,,,2022-09-26
1937,2269,5258,success,30,М,,"не служил",,,,,Казахстан,Бугристое,,,,,,,2022-09-26
1938,1890,3609,success,26,М,,"не служил",,,,,Казахстан,Шереметьево,,,,,,,2022-09-24
1939,1733,2847,success,36,М,,"не служил",,,,,Грузия,"Верхний Ларс",,,,,В,,2022-09-23
1940,2404,5910,success,28,М,,,999,,,,Узбекистан,Внуково,,,,,,,2022-09-26
1941,2249,5181,success,36,М,,"не служил",,,,,Беларусь,Шереметьево,,"Московская область",,,В,,2022-09-26
1942,2002,4166,success,22,М,,"военная кафедра","специалист по ремонту гусеничной техники",,,,Казахстан,Исилькуль,,,,,,,2022-09-24
1943,2002,4166,success,21,М,,"не служил",водитель,,,,Казахстан,Исилькуль,,,,,Б,,2022-09-24
1944,1919,3762,success,34,М,,"военная кафедра",,,,,Турция,Сочи,,,,,,,2022-09-24
1945,1820,3248,success,26,М,,"военная кафедра",,,,военнообязанный,Казахстан,Бугристое,,,,,,,2022-09-24
1946,2367,5761,success,40,М,,"не служил","оператор ЭВМ",,,,Армения,Домодедово,,,,,В,2,2022-09-26
1947,2180,4922,success,39,М,,"военная кафедра",,,,"офицер запаса, лейтенант",Турция,Жуковский,,Москва,,,,,2022-09-25
1948,1600,2001,success,22,М,,"не служил",,,,,Казахстан,Петухово,,,,,,,2022-09-22
1949,2099,4607,success,34,М,,"не служил",,,,,"Мальдивская Республика",Шереметьево,,,,,В,,2022-09-25
1950,1978,4055,success,35,М,,"прошел срочную службу",,,,,Узбекистан,Домодедово,,,,,,,2022-09-24
1951,2064,4422,fail,32,М,"отказ во въезде",,,,,"в ВС РФ не служил (ВСУ)",Эстония,"Куничина Гора",,,,,,,2022-09-24
1952,2021,4246,success,30,М,,"военная кафедра",,,,,Казахстан,Исилькуль,,,,,,,2022-09-25
1953,1859,3448,success,22,М,,"военная кафедра",,,,,Казахстан,Исилькуль,,,,,,,2022-09-24
1954,1859,3448,success,22,М,,"не служил",,,,,Казахстан,Исилькуль,,,,,,,2022-09-24
1955,1614,2064,success,32,М,,"не служил",,,,,Армения,Шереметьево,,,,,В,,2022-09-22
1956,1614,2064,success,32,М,,"не служил",,,,,Армения,Шереметьево,,,,,В,,2022-09-22
1957,1822,3259,success,36,М,,"не служил",,,,,Турция,Внуково,,,,,,,2022-09-22
1958,2054,4385,success,23,М,,"не служил",,,,,Эстония,Ивангород,,,,,В,,2022-09-25
1959,1973,4021,success,34,М,,"прошел срочную службу",,,,,Казахстан,Маштаково,,,,,,,2022-09-24
1960,1973,4021,success,26,М,,"прошел срочную службу",,,,,Казахстан,Маштаково,,,,,,,2022-09-24
1961,1973,4021,success,28,М,,"не служил",,,,,Казахстан,Маштаково,,,,,,,2022-09-24
1962,2356,5704,success,46,М,,"не служил",,,,,Норвегия,Борисоглебск,,,,,,,2022-09-25
1963,1956,3945,success,24,М,,"не служил",повар,,,,Казахстан,Петухово,,,,,В,,2022-09-24
1964,2162,4852,success,24,М,,,,,,военнообязанный,Казахстан,Звериноголовское,,,,,,,2022-09-25
1965,2162,4852,success,25,М,,"прошел срочную службу",,,,,Казахстан,Звериноголовское,,,,,,,2022-09-25
1966,1661,2405,success,33,М,,"прошел срочную службу",,,,,Казахстан,Сагарчин,,,,,,,2022-09-22
1967,2213,5046,success,29,М,,"не служил",,,,,"Мальдивская Республика",Шереметьево,,,,,,,2022-09-25
1968,2209,5030,success,33,М,,"не служил",,,,,Киргизия,Жуковский,,,,,В,,2022-09-25
1969,1975,4038,success,21,М,,"не служил",,,,,Азербайджан,Казань,,,,,В,,2022-09-24
1970,1747,2910,success,30,М,,"не служил",,,,,Таджикистан,Казань,,,,,,,2022-09-23
1971,2004,4174,success,27,М,,"не служил",,,,,Киргизия,Домодедово,,,,,,,2022-09-24
